T_1892.01.25 	  1 	    1635 	       4 	    1676 	      50
T_1892.01.25 	  2 	    1533 	       4 	    1732 	      73
T_1892.01.25 	  3 	    1587 	       5 	    1626 	      55
T_1892.01.25 	  4 	    1142 	     122 	    1324 	     227
T_1892.01.25 	  5 	     161 	     126 	     368 	     195
T_1892.01.25 	  6 	     394 	     126 	     649 	     193
T_1892.01.25 	  7 	    1492 	     127 	    1957 	     229
T_1892.01.25 	  8 	    1237 	     179 	    1486 	     226
T_1892.01.25 	  9 	     270 	     213 	     546 	     232
T_1892.01.25 	 10 	      84 	     261 	     404 	     299
T_1892.01.25 	 11 	     416 	     261 	     498 	     299
T_1892.01.25 	 12 	     507 	     261 	     730 	     299
T_1892.01.25 	 13 	     348 	     340 	     430 	     359
T_1892.01.25 	 14 	    1542 	     340 	    1736 	     503
T_1892.01.25 	 15 	      85 	     392 	     122 	     532
T_1892.01.25 	 16 	    1023 	     397 	    1277 	     498
T_1892.01.25 	 17 	    1415 	     418 	    1493 	     498
T_1892.01.25 	 18 	    1271 	     421 	    1428 	     512
T_1892.01.25 	 19 	    1843 	     423 	    1920 	     503
T_1892.01.25 	 20 	    2057 	     441 	    2135 	     522
T_1892.01.25 	 21 	    1966 	     445 	    2059 	     505
T_1892.01.25 	 22 	    1927 	     446 	    1977 	     502
T_1892.01.25 	 23 	    1174 	     504 	    1263 	     532
T_1892.01.25 	 24 	      84 	     532 	     121 	     613
T_1892.01.25 	 25 	    1194 	     532 	    1525 	     598
T_1892.01.25 	 26 	    1824 	     532 	    2057 	     606
T_1892.01.25 	 27 	    1631 	     538 	    1804 	     620
T_1892.01.25 	 28 	     909 	     549 	    1018 	     620
T_1892.01.25 	 29 	     684 	     555 	     783 	     620
T_1892.01.25 	 30 	    1139 	     571 	    1228 	     620
T_1892.01.25 	 31 	     601 	     620 	     721 	     687
T_1892.01.25 	 32 	     847 	     620 	    1103 	     715
T_1892.01.25 	 33 	    1134 	     620 	    1388 	     688
T_1892.01.25 	 34 	    1605 	     620 	    1799 	     682
T_1892.01.25 	 35 	      81 	     628 	     118 	     715
T_1892.01.25 	 36 	     698 	     650 	     765 	     686
T_1892.01.25 	 37 	    1452 	     650 	    1539 	     715
T_1892.01.25 	 38 	    1088 	     694 	    1158 	     715
T_1892.01.25 	 39 	      81 	     715 	     117 	     813
T_1892.01.25 	 40 	     974 	     715 	    1025 	     755
T_1892.01.25 	 41 	    1037 	     715 	    1261 	     785
T_1892.01.25 	 42 	    1299 	     715 	    1519 	     785
T_1892.01.25 	 43 	    1539 	     715 	    1884 	     813
T_1892.01.25 	 44 	      87 	     813 	     117 	     853
T_1892.01.25 	 45 	    1164 	     813 	    1638 	     880
T_1892.01.25 	 46 	    1736 	     813 	    1869 	     903
T_1892.01.25 	 47 	    1938 	     818 	    2146 	     903
T_1892.01.25 	 48 	      80 	     862 	     117 	     903
T_1892.01.25 	 49 	      80 	     903 	     117 	     990
T_1892.01.25 	 50 	     634 	     903 	     858 	     990
T_1892.01.25 	 51 	     898 	     903 	    1059 	     970
T_1892.01.25 	 52 	    1346 	     903 	    1476 	     965
T_1892.01.25 	 53 	    1885 	     903 	    2121 	     936
T_1892.01.25 	 54 	    1489 	     913 	    1818 	     990
T_1892.01.25 	 55 	    1057 	     921 	    1260 	     981
T_1892.01.25 	 56 	    2046 	     938 	    2210 	     979
T_1892.01.25 	 57 	    1862 	     944 	    2021 	     974
T_1892.01.25 	 58 	      87 	     990 	     117 	    1038
T_1892.01.25 	 59 	     198 	     990 	     479 	    1066
T_1892.01.25 	 60 	     664 	     990 	     833 	    1059
T_1892.01.25 	 61 	     866 	     990 	    1094 	    1059
T_1892.01.25 	 62 	    1626 	     990 	    1774 	    1064
T_1892.01.25 	 63 	     484 	     995 	     611 	    1067
T_1892.01.25 	 64 	    1347 	     998 	    1582 	    1065
T_1892.01.25 	 65 	    1938 	    1005 	    2183 	    1070
T_1892.01.25 	 66 	    1205 	    1024 	    1322 	    1059
T_1892.01.25 	 67 	    1085 	    1030 	    1149 	    1082
T_1892.01.25 	 68 	    1784 	    1031 	    1909 	    1066
T_1892.01.25 	 69 	     213 	    1082 	     509 	    1150
T_1892.01.25 	 70 	     563 	    1082 	    1124 	    1153
T_1892.01.25 	 71 	    1126 	    1082 	    1249 	    1152
T_1892.01.25 	 72 	    1284 	    1085 	    1595 	    1154
T_1892.01.25 	 73 	    1658 	    1086 	    1789 	    1153
T_1892.01.25 	 74 	    1811 	    1095 	    2181 	    1164
T_1892.01.25 	 75 	     236 	    1172 	     359 	    1237
T_1892.01.25 	 76 	     954 	    1174 	    1144 	    1276
T_1892.01.25 	 77 	    1318 	    1174 	    1653 	    1248
T_1892.01.25 	 78 	     380 	    1176 	     625 	    1241
T_1892.01.25 	 79 	     677 	    1184 	     928 	    1241
T_1892.01.25 	 80 	    1694 	    1184 	    1997 	    1276
T_1892.01.25 	 81 	    1166 	    1197 	    1267 	    1243
T_1892.01.25 	 82 	    2035 	    1210 	    2123 	    1257
T_1892.01.25 	 83 	     290 	    1244 	     361 	    1276
T_1892.01.25 	 84 	     197 	    1276 	     488 	    1337
T_1892.01.25 	 85 	     571 	    1276 	     820 	    1337
T_1892.01.25 	 86 	     818 	    1352 	    1008 	    1440
T_1892.01.25 	 87 	    1256 	    1352 	    1676 	    1461
T_1892.01.25 	 88 	     546 	    1359 	     779 	    1461
T_1892.01.25 	 89 	    1848 	    1365 	    2167 	    1461
T_1892.01.25 	 90 	    1762 	    1370 	    1894 	    1435
T_1892.01.25 	 91 	     971 	    1389 	    1183 	    1442
T_1892.01.25 	 92 	     453 	    1461 	     862 	    1523
T_1892.01.25 	 93 	    1023 	    1461 	    1207 	    1529
T_1892.01.25 	 94 	    1264 	    1461 	    1678 	    1523
T_1892.01.25 	 95 	    1679 	    1461 	    2233 	    1549
T_1892.01.25 	 96 	     243 	    1473 	     418 	    1549
T_1892.01.25 	 97 	     892 	    1485 	     965 	    1522
T_1892.01.25 	 98 	     216 	    1549 	     362 	    1636
T_1892.01.25 	 99 	     560 	    1549 	     745 	    1614
T_1892.01.25 	 100 	    1311 	    1549 	    1630 	    1643
T_1892.01.25 	 101 	    1664 	    1549 	    1899 	    1618
T_1892.01.25 	 102 	    1941 	    1549 	    2223 	    1630
T_1892.01.25 	 103 	     755 	    1570 	     911 	    1620
T_1892.01.25 	 104 	     944 	    1570 	    1140 	    1614
T_1892.01.25 	 105 	    1173 	    1572 	    1279 	    1617
T_1892.01.25 	 106 	     400 	    1573 	     544 	    1615
T_1892.01.25 	 107 	     399 	    1623 	     471 	    1643
T_1892.01.25 	 108 	     376 	    1643 	     453 	    1695
T_1892.01.25 	 109 	     602 	    1643 	     838 	    1707
T_1892.01.25 	 110 	    1205 	    1643 	    1458 	    1738
T_1892.01.25 	 111 	    1349 	    1643 	    1410 	    1679
T_1892.01.25 	 112 	     972 	    1644 	    1205 	    1708
T_1892.01.25 	 113 	    1478 	    1644 	    1888 	    1738
T_1892.01.25 	 114 	     256 	    1648 	     358 	    1707
T_1892.01.25 	 115 	    1903 	    1664 	    2017 	    1718
T_1892.01.25 	 116 	    2020 	    1664 	    2129 	    1713
T_1892.01.25 	 117 	     878 	    1666 	     931 	    1705
T_1892.01.25 	 118 	    2091 	    1668 	    2178 	    1738
T_1892.01.25 	 119 	     418 	    1670 	     545 	    1708
